CustomerID,Recency,Frequency,Monetary,Cluster
13704,5,9,2308.06,0
13705,8,3,711.86,2
13706,303,1,330.79,1
13707,267,2,806.41,1
13708,271,1,296.88,1
13709,4,13,6328.05,0
13710,32,1,180.48,1
13711,219,2,252.06,1
13712,247,1,228.84,1
13715,281,5,1079.34,2
13716,269,1,138.28,1
13717,32,6,1445.01,2
13718,246,2,306.55,1
13719,15,5,1041.68,2
13720,117,4,799.9,2
13721,36,1,524.14,1
13722,132,3,2375.41,2
13723,217,1,199.85000000000002,1
13725,50,8,1980.56,2
13726,39,2,1079.6599999999999,2
13727,29,2,333.48,2
13728,37,6,1016.14,2
13730,136,2,752.6,1
13731,219,2,610.59,1
13732,28,1,491.86,2
13735,25,4,2885.2400000000002,2
13736,5,2,731.9,2
13737,200,1,339.59999999999997,1
13739,18,1,216.9,1
13740,241,1,350.75,1
13741,72,3,668.4300000000001,2
13742,17,12,3131.02,0
13743,3,7,1341.6,0
13744,95,2,1156.36,2
13745,162,1,300.04,1
13747,374,1,79.6,1
13748,96,5,948.25,2
13750,54,5,1647.26,2
13751,288,1,296.25,1
13752,124,6,1186.28,2
13753,288,1,741.26,1
13754,152,2,282.59999999999997,1
13755,4,9,2161.35,0
13756,2,14,5189.52,0
13758,12,7,3190.55,0
13759,33,2,659.4100000000001,2
13760,54,2,286.79,1
13761,50,2,1070.65,2
13762,219,1,306.72,1
13763,63,1,1714.96,2
13764,71,3,1521.76,2
13767,2,37,17220.36,0
13769,2,10,2796.51,0
13771,64,4,2634.45,2
13772,34,3,1132.13,2
13774,82,1,345.0,1
13777,1,33,25977.16,0
13778,103,1,178.7,1
13780,7,2,360.01,2
13781,251,1,127.84,1
13782,13,6,912.0,2
13784,10,11,2462.79,0
13786,367,1,230.39999999999998,1
13787,76,2,309.04,1
13790,4,1,348.8,2
13791,128,2,1516.0,2
13792,66,2,195.55,1
13798,1,57,37153.85,0
13799,117,2,688.86,1
13800,310,1,558.32,1
13801,67,1,324.8,1
13802,139,3,4599.42,2
13803,255,1,277.07,1
13804,31,7,2635.79,0
13805,52,2,924.6,2
13806,64,1,256.38,1
13807,367,1,112.6,1
13808,6,5,1747.66,0
13809,305,1,155.05,1
13810,29,3,1499.01,2
13811,184,3,814.5,1
13812,42,3,539.0,2
13813,40,4,1366.8600000000001,2
13814,92,2,1579.12,2
13815,22,4,4027.36,2
13816,24,2,571.6700000000001,2
13817,29,2,382.98,2
13819,302,3,1140.35,1
13821,145,2,385.64,1
13822,6,2,632.0,2
13823,19,2,957.66,2
13824,33,5,1698.94,2
13826,176,1,189.5,1
13827,58,3,412.05,2
13828,22,1,209.49,1
13831,16,6,2202.99,0
13832,19,1,52.199999999999996,1
13833,159,1,384.8,1
13835,25,4,834.57,2
13837,212,2,271.24,1
13838,6,4,691.73,2
13841,253,1,85.0,1
13842,59,9,3385.62,0
13844,11,1,361.62,2
13845,65,1,312.98,1
13846,25,3,865.0600000000001,2
13848,92,3,1255.0,2
13849,52,2,1537.95,2
13850,129,1,1595.48,1
13851,96,3,2651.46,2
13853,57,1,1090.14,2
13854,9,25,8109.5199999999995,0
13856,169,3,388.5,1
13858,57,1,216.17,1
13859,326,1,201.16,1
13860,1,5,1245.9,0
13862,18,8,2209.36,0
13863,248,1,305.78,1
13865,58,4,501.56,2
13866,74,1,145.67000000000002,1
13867,31,3,1015.29,2
13868,7,2,3192.54,2
13869,123,4,3104.95,2
13870,2,8,2770.94,0
13871,23,13,6403.25,0
13873,120,3,389.6,1
13874,358,1,540.45,1
13875,54,5,1786.79,2
13876,64,1,122.7,1
13877,86,1,117.24,1
13878,55,1,1281.53,2
13880,21,13,3219.77,0
13881,4,20,17159.52,0
13882,3,5,1191.13,0
13883,11,5,2674.48,0
13884,7,5,787.6,2
13885,189,2,506.8,1
13886,71,1,243.56,1
13887,204,1,349.55,1
13888,120,2,605.63,1
13889,93,1,416.90000000000003,1
13890,1,10,1883.8100000000002,0
13892,27,4,632.97,2
13893,298,1,821.1,1
13894,24,3,564.62,2
13895,28,4,2593.07,2
13897,50,1,311.16,1
13898,326,1,155.93,1
13899,16,2,388.52,2
13900,183,3,740.95,1
13901,72,5,2867.2,2
13904,37,2,332.64,2
13908,80,4,2369.55,2
13911,57,9,2580.91,0
13914,12,2,626.45,2
13917,50,2,272.04,1
13918,50,2,1212.8400000000001,2
13919,59,2,384.81,1
13922,352,1,172.25,1
13923,54,1,351.13,1
13924,2,6,1838.8500000000001,0
13925,93,4,678.25,2
13926,23,1,223.85000000000002,1
13927,75,1,348.99,1
13928,11,4,464.57,2
13929,169,2,842.65,1
13930,58,2,337.34,1
13931,96,2,1237.53,2
13932,295,1,307.4,1
13933,109,2,608.7900000000001,1
13934,264,1,922.1,1
13936,180,1,376.58,1
13937,169,1,158.85,1
13938,35,1,71.66,1
13939,23,3,568.55,2
13940,17,4,839.14,2
13941,22,5,5112.96,0
13946,79,3,561.5699999999999,2
13947,65,1,90.6,1
13948,361,1,102.0,1
13949,3,6,2427.32,0
13950,11,4,745.06,2
13951,176,3,674.45,1
13952,218,2,3251.071,2
13953,7,7,3515.68,0
13954,2,2,439.92,2
13955,154,2,322.96,1
13956,5,5,1026.42,2
13959,79,3,598.2,2
13960,21,2,230.22,2
13962,22,2,169.55,1
13963,308,4,664.54,1
13967,146,1,80.7,1
13969,7,18,9053.94,0
13971,19,8,2758.26,0
13972,71,2,190.25,1
13973,287,1,264.7,1
13974,49,1,413.59000000000003,1
13975,31,6,2526.28,2
13976,207,1,357.98,1
13978,15,2,196.79000000000002,2
13979,73,1,869.87,1
13980,60,1,200.14,1
13982,39,4,1871.81,2
13983,30,12,2603.43,0
13984,27,5,920.51,2
13985,4,15,7060.13,0
13986,17,1,320.46,2
13988,20,6,4147.96,0
13989,66,2,1266.08,2
13990,213,1,311.3,1
13991,12,6,855.97,2
13992,30,1,76.8,1
13993,43,9,3466.36,0
13994,4,6,2313.14,0
13995,15,5,1393.69,2
13999,10,12,3901.81,0
14000,211,1,635.66,1
14001,46,3,2043.0800000000002,2
14002,134,2,529.73,1
14004,43,7,4582.64,0
14005,10,5,2874.72,0
14006,116,3,962.19,2
14009,198,2,695.61,1
14012,278,1,328.8,1
14013,110,3,473.02,1
14014,77,1,505.18,1
14015,53,1,917.34,2
14016,162,4,4341.21,2
14019,47,3,1421.61,2
14020,17,2,642.8,2
14021,155,3,631.9,1
14022,225,1,440.0,1
14023,7,2,584.07,2
14024,122,2,327.7,1
14027,61,1,104.82,1
14029,63,2,467.66,1
14030,18,8,2360.09,0
14031,7,19,17286.86,0
14032,2,11,2975.59,0
14034,22,3,651.8199999999999,2
14035,29,5,1428.02,2
14036,285,1,626.65,1
14037,176,2,147.20000000000002,1
14038,78,3,1560.38,2
14039,33,1,152.2,1
14040,41,12,3614.92,0
14041,266,1,141.41,1
14044,27,4,652.82,2
14045,109,4,1659.75,2
14046,284,1,154.99,1
14047,9,5,1308.6100000000001,2
14048,305,1,409.93,1
14049,17,4,5681.72,0
14050,32,2,746.36,2
14051,1,23,15610.390000000001,0
14052,20,1,225.36,1
14053,124,2,260.25,1
14054,65,1,92.46,1
14055,106,1,725.6400000000001,1
14056,1,23,8214.65,0
14057,24,17,6217.96,0
14059,267,1,183.6,1
14060,5,19,6140.42,0
14062,10,12,10464.85,0
14064,29,5,1353.74,2
14066,267,1,152.55,1
14067,64,2,374.7,1
14068,320,1,265.85,1
14071,4,8,1438.82,0
14073,32,1,151.04,1
14075,5,3,942.26,2
14076,129,1,122.47,1
14077,41,5,499.41999999999996,2
14078,102,6,1049.37,2
14079,125,1,375.1,1
14080,33,1,45.599999999999994,1
14081,302,2,934.52,1
14082,365,1,182.25,1
14083,4,9,1018.43,0
14085,2,18,4448.54,0
14087,3,1,194.42,2
14088,10,13,50491.81,0
14089,57,1,161.0,1
14090,325,1,76.32000000000001,1
14092,8,14,4076.91,0
14093,12,1,442.85,2
14096,4,17,65164.79,0
14098,37,1,147.35,1
14099,16,11,3104.17,0
14100,138,1,194.9,1
14101,74,6,5976.79,0
14102,5,5,1360.28,2
14104,155,2,216.20999999999998,1
14105,239,1,1266.23,1
14107,52,7,2703.23,2
14108,31,2,597.91,2
14109,73,1,144.2,1
14110,4,12,5683.15,0
14111,14,4,692.85,2
14112,23,7,2915.15,0
14113,4,4,1840.42,2
14114,274,2,386.53,1
14116,20,5,1382.74,2
14117,144,1,90.0,1
14121,4,4,2780.15,0
14124,84,1,419.58000000000004,1
14125,11,3,2740.43,2
14126,8,3,706.1300000000001,2
14127,123,3,709.71,2
14128,61,2,637.5,2
14129,2,5,1123.8600000000001,0
14130,319,1,483.86,1
14132,2,11,3586.0299999999997,0
14133,130,3,605.64,1
14135,2,15,4690.31,0
14138,2,2,982.3800000000001,2
14139,46,1,415.82,1
14140,4,2,935.05,2
14141,3,4,915.13,2
14142,373,1,311.81,1
14143,134,1,115.8,1
14145,47,4,3742.2,2
14146,9,5,4191.0,0
14147,78,2,483.4,1
14148,234,1,157.2,1
14149,221,1,446.62,1
14150,36,2,658.64,2
14152,75,2,621.29,1
14154,239,2,1345.62,1
14155,266,1,118.75,1
14156,10,55,117379.63,0
14157,20,2,432.88,2
14158,40,1,507.66,1
14159,20,11,4693.01,0
14161,216,3,1110.52,1
14162,174,2,289.36,1
14163,87,4,2445.91,2
14164,71,2,1631.77,2
14165,276,1,122.53999999999999,1
14167,39,4,574.84,2
14171,98,1,363.79,1
14173,11,4,450.84,2
14174,33,1,134.46,1
14175,60,3,3222.3,2
14176,297,4,576.9000000000001,1
14177,86,4,559.41,2
14178,9,7,1620.93,0
14179,41,2,719.78,2
14180,11,25,4748.52,0
14184,67,1,452.89,1
14185,331,1,197.65,1
14188,31,6,2054.36,2
14189,2,15,4654.08,0
14191,2,13,4684.76,0
14193,68,2,853.39,2
14194,5,21,11349.52,0
14195,202,2,1012.0,1
14196,107,1,335.52,1
14198,18,4,701.4,2
14199,218,1,185.39999999999998,1
14201,60,7,747.44,2
14204,2,1,161.03,2
14205,17,2,466.7,2
14206,239,1,328.15999999999997,1
14208,95,1,151.74,1
14209,11,6,2073.43,0
14210,106,6,1905.8400000000001,2
14211,53,9,2241.1,0
14212,90,1,1070.48,1
14214,31,5,1004.38,2
14215,12,6,1789.72,0
14216,3,4,1839.3,0
14217,2,17,2004.98,0
14218,43,1,169.48000000000002,1
14219,4,1,89.94,2
14220,247,2,632.4,1
14221,42,9,3432.8,0
14222,177,1,683.17,1
14223,92,3,991.13,2
14224,110,4,1050.12,2
14226,29,5,2232.19,2
14227,26,10,3350.96,0
14229,52,3,1547.2,2
14231,184,3,925.71,1
14232,43,5,2048.07,2
14233,49,4,1462.72,2
14234,22,4,775.46,2
14235,75,5,3144.86,2
14236,81,2,490.86,1
14237,373,1,161.0,1
14238,326,1,146.85,1
14239,43,11,2380.85,0
14240,30,2,890.34,2
14241,184,1,213.70000000000002,1
14242,235,2,280.55,1
14243,9,10,2588.77,0
14245,220,2,1693.45,1
14246,111,3,1474.06,2
14247,278,1,136.76999999999998,1
14248,318,1,302.58,1
14250,7,3,1904.05,2
14251,2,5,2879.7000000000003,0
14256,260,2,969.0600000000001,1
14257,64,5,3099.7200000000003,2
14258,9,9,12669.98,0
14259,142,1,120.0,1
14261,51,2,1163.45,2
14262,8,8,2618.23,0
14264,155,2,333.97,1
14265,109,2,530.18,1
14267,163,3,1516.24,2
14270,332,1,492.65000000000003,1
14271,226,1,112.32,1
14272,74,2,437.96,1
14273,51,4,559.97,2
14276,99,3,1119.74,2
14277,15,3,4216.2,2
14280,197,1,134.04,1
14282,3,15,3729.34,0
14284,31,2,595.25,2
14285,21,4,1910.01,2
14286,24,3,4628.75,2
14287,8,3,176.63,2
14288,213,1,426.6,1
14289,9,6,911.26,2
14290,11,5,2314.65,0
14291,2,11,3883.25,0
14292,8,9,4871.93,0
14293,3,4,1046.56,2
14295,40,1,166.20000000000002,1
14297,18,4,1305.33,2
14298,8,44,51527.3,0
14299,8,9,3965.62,0
14300,19,1,43.2,1
14301,117,1,640.14,1
14304,223,1,383.45,1
14305,71,3,1858.96,2
14306,51,2,2093.32,2
14307,89,6,2995.72,2
14309,8,9,2352.53,0
14311,243,1,310.26,1
14312,47,6,1611.59,2
14314,107,1,120.0,1
14315,45,6,2481.13,2
14317,65,1,508.58000000000004,1
14320,207,2,477.79,1
14321,11,5,1530.75,2
14323,115,2,605.0600000000001,1
14326,242,1,183.85,1
14327,163,1,311.65,1
14329,17,7,5014.84,0
14331,124,2,462.65999999999997,1
14332,23,3,866.31,2
14333,68,1,415.2,1
14334,17,8,2552.21,0
14335,16,2,468.26,2
14336,17,4,1614.91,2
14338,161,2,588.22,1
14339,243,1,309.52,1
14340,219,1,134.7,1
14341,45,8,2182.28,0
14342,21,4,668.5600000000001,2
14344,127,8,889.9300000000001,2
14345,39,1,108.97999999999999,1
14346,121,2,1021.58,1
14348,260,1,409.57,1
14349,10,1,133.5,1
14350,274,1,282.93,1
14351,165,1,51.0,1
14352,157,4,1078.96,2
14353,215,1,90.6,1
14354,6,2,163.62,2
14355,366,1,174.4,1
14356,80,2,701.23,1
14357,43,1,225.77,1
14359,19,3,912.18,2
14360,32,4,2128.23,2
14362,22,1,161.2,1
14364,109,8,3717.35,0
14367,8,16,9261.52,0
14368,320,1,155.0,1
14371,295,1,100.5,1
14373,358,1,76.55,1
14375,185,1,257.68,1
14377,191,2,617.05,1
14379,44,2,348.1,1
14381,52,1,202.68,1
14382,26,1,626.0699999999999,2
14383,38,3,1247.69,2
14385,9,3,202.11,2
14386,297,1,142.4,1
14387,33,3,1770.56,2
14388,10,8,3212.84,0
14389,65,2,1043.46,2
14390,10,9,4652.82,0
14393,218,1,67.95,1
14395,2,9,3507.71,0
14396,65,2,487.99,1
14397,3,19,2612.96,0
14400,149,1,574.7,1
14401,4,13,4051.48,0
14403,130,4,1475.81,2
14404,34,6,1474.32,2
14406,119,1,156.75,1
14407,107,6,2157.73,2
14408,11,7,2606.53,0
14409,71,6,2059.4500000000003,2
14410,92,9,1105.07,2
14411,311,1,1063.0,1
14412,43,2,770.03,2
14413,362,1,122.7,1
14414,92,7,1496.98,2
14415,1,13,5900.28,0
14416,22,2,490.22,2
14418,4,3,1937.25,2
14419,11,6,1058.06,2
14420,99,1,387.52,1
14421,57,2,813.11,2
14422,1,6,4263.64,0
14423,218,1,265.2,1
14424,18,1,322.08,2
14426,24,10,4481.67,0
14427,50,2,363.34000000000003,1
14428,7,5,1244.83,2
14431,303,1,470.36,1
14432,10,6,2255.51,0
14434,22,6,1372.8,2
14436,99,1,89.06,1
14437,366,1,63.0,1
14438,306,1,131.9,1
14439,320,1,2661.24,1
14440,8,5,2357.6800000000003,0
14441,1,4,1712.89,0
14442,205,2,1589.82,1
14443,54,4,1420.2,2
14446,1,4,1039.58,2
14447,19,5,1163.23,2
14448,9,2,375.35,2
14449,19,4,907.1,2
14450,181,3,483.25,1
14451,60,2,662.59,2
14452,11,2,264.44,2
14453,190,1,119.93,1
14456,5,9,3062.4,0
14457,311,1,113.64,1
14459,155,1,1837.92,1
14460,110,3,434.34,1
14461,148,3,2103.06,2
14462,66,11,2004.02,0
14463,98,3,529.62,1
14465,247,3,1058.6200000000001,1
14466,29,7,2272.4,0
14467,18,4,598.76,2
14470,12,2,461.19,2
14472,104,8,1936.84,2
14473,74,2,234.34000000000003,1
14474,46,1,547.66,1
14475,72,3,925.85,2
14476,257,1,215.7,1
14477,20,4,1309.6,2
14479,254,2,316.25,1
14480,11,1,279.05,2
14481,165,2,636.51,1
14482,18,6,2068.15,2
14483,282,1,137.1,1
14484,50,1,321.92,1
14485,39,1,165.75,1
14487,27,6,1196.33,2
14488,68,1,1064.28,1
14489,207,1,463.38,1
14491,175,2,340.93,1
14493,7,5,2383.2400000000002,0
14494,26,1,139.56,1
14495,51,2,123.8,1
14496,312,2,538.8100000000001,1
14497,309,1,475.37,1
14498,43,5,1957.32,2
14499,26,3,815.32,2
14500,88,3,356.85,1
14501,184,2,251.21,1
14502,20,11,2470.67,0
14503,3,6,3543.26,0
14504,47,4,673.26,2
14505,17,8,5905.64,0
14506,17,5,2012.17,2
14507,24,6,1383.18,2
14508,22,2,276.42,2
14511,11,5,1314.81,2
14512,188,2,275.28,1
14513,101,3,455.59000000000003,1
14514,61,3,1055.35,2
14515,18,6,2102.09,0
14517,33,2,330.45,2
14518,64,1,174.37,1
14520,2,2,270.6,2
14522,24,4,974.54,2
14523,108,1,241.09,1
14524,32,9,1867.68,0
14525,20,9,4332.2,0
14527,3,55,8508.82,0
14528,37,1,364.21999999999997,1
14529,60,3,620.04,2
14530,26,6,2925.91,0
14532,236,4,932.85,1
14533,25,7,1949.72,0
14534,3,18,4447.05,0
14535,60,3,2864.19,2
14536,260,1,171.8,1
14537,58,1,355.56,1
14538,65,2,388.25,1
14539,16,2,537.48,2
14540,10,3,996.26,2
14541,59,8,1461.65,2
14542,186,1,103.25,1
14543,29,16,3630.33,0
14544,24,2,2024.45,2
14546,5,5,2578.09,0
14547,4,8,4007.54,0
14548,151,2,652.8,1
14549,311,1,289.24,1
14550,11,2,765.62,2
14551,18,2,186.23,2
14552,152,1,165.07,1
14553,19,5,859.27,2
14554,10,4,2381.04,2
14555,57,2,324.14,1
14557,85,1,788.38,1
14560,7,22,2237.77,0
14561,76,3,1080.76,2
14562,4,18,5074.77,0
14565,96,4,3099.12,2
14566,111,1,1432.0,1
14567,57,2,1530.3600000000001,2
14569,1,1,227.39,2
14570,281,2,218.06,1
14572,3,7,2832.84,0
14573,180,9,1653.42,2
14576,372,1,35.400000000000006,1
14577,13,4,859.71,2
14578,3,1,168.63,2
14581,17,1,138.6,1
14582,41,1,114.11,1
14583,6,5,1052.55,2
14584,169,4,1042.26,2
14585,50,1,157.05,1
14586,277,1,237.36,1
14587,19,9,1601.14,0
14589,372,1,39.75,1
14591,15,4,1447.14,2
14592,35,3,570.46,2
14593,22,3,617.99,2
14594,7,2,379.83,2
14595,20,6,1740.6,2
14597,11,2,883.15,2
14598,44,1,221.97,1
14600,306,1,393.33000000000004,1
14601,11,1,213.96,2
14603,275,1,660.0,1
14606,1,93,12156.65,0
14607,16,14,16569.5,0
14608,4,4,1785.15,2
14609,72,4,601.56,2
14616,243,3,406.08000000000004,1
14618,9,3,553.44,2
14619,246,1,394.44,1
14620,206,2,412.78000000000003,1
14621,1,5,1788.3600000000001,0
14622,185,1,320.58000000000004,1
14623,32,5,889.25,2
14624,57,2,225.85,1
14625,196,2,899.63,1
14626,24,4,2791.27,2
14628,91,2,671.96,1
14629,4,2,959.01,2
14631,51,3,1006.98,2
14632,263,1,114.56,1
14633,266,1,344.90000000000003,1
14636,36,2,609.85,2
14638,51,1,443.6,1
14639,52,6,2984.49,2
14640,24,6,2125.08,2
14641,22,1,110.46,1
14642,59,1,96.12,1
14643,170,2,693.8100000000001,1
14644,68,2,830.76,2
14645,157,2,597.09,1
14646,2,73,280206.02,0
14647,201,1,243.22,1
14649,5,4,1417.29,2
14651,67,2,654.6,2
14652,77,1,114.18,1
14653,1,7,1947.55,0
14655,8,4,1932.23,2
14656,169,2,291.05,1
14657,18,4,848.22,2
14658,5,2,247.15,2
14659,9,9,2529.93,0
14660,87,2,285.74,1
14661,27,1,107.95,1
14662,29,4,771.17,2
14664,20,2,637.89,2
14665,61,5,1835.7,2
14666,24,1,195.25,1
14667,11,25,9241.2,0
14669,242,3,1269.99,1
14670,280,2,411.53,1
14672,235,2,765.55,1
14673,3,5,1736.4,0
14675,16,1,604.75,2
14676,31,6,2548.2400000000002,2
14680,25,16,28754.11,0
14681,71,3,498.95,2
14682,188,2,52.0,1
14684,26,5,1236.28,2
14687,107,1,628.38,1
14688,8,21,5630.87,0
14689,209,1,112.8,1
14690,44,2,371.7,1
14691,31,5,2114.33,2
14692,137,4,591.55,2
14693,265,1,172.9,1
14696,4,7,2078.95,0
14697,218,2,188.60999999999999,1
14698,2,5,1250.76,0
14699,214,1,109.13000000000001,1
14700,32,3,2235.3,2
14701,11,9,2549.37,0
14702,1,17,3292.14,0
14703,15,1,318.17,2
14704,11,9,1546.91,0
14705,199,1,179.0,1
14708,3,3,1126.37,2
14709,15,13,4921.04,0
14710,14,4,606.13,2
14711,10,11,2868.8,0
14712,29,3,917.07,2
14713,9,11,2666.36,0
14714,24,1,160.19,1
14715,25,4,867.38,2
14716,43,2,329.68,1
14719,2,5,1602.13,0
14720,6,3,663.81,2
14722,147,1,187.92000000000002,1
14723,10,6,1158.3,2
14725,25,1,718.08,2
14727,274,1,268.58,1
14729,374,1,313.49,1
14730,1,8,2005.06,0
14731,47,3,380.02,2
14732,8,8,2702.4900000000002,0
14733,16,12,9585.91,0
14735,4,32,6065.69,0
14737,4,3,1164.55,2
14738,43,7,1314.45,2
14739,4,7,3902.28,0
14740,197,3,1448.21,2
14741,12,6,1400.34,2
14744,16,7,1099.98,2
14745,113,5,1220.26,2
14747,249,1,328.2,1
14748,29,5,1415.75,2
14752,44,1,389.64,1
14753,87,1,563.15,1
14754,45,2,638.05,2
14755,10,11,5010.28,0
14756,15,1,738.96,2
14757,75,1,420.5,1
14758,145,4,1484.06,2
14759,5,3,1625.97,2
14760,297,1,89.2,1
14761,59,2,255.9,1
14762,264,1,300.52,1
14764,47,1,278.3,1
14765,29,3,254.11,2
14766,8,6,2473.37,0
14768,17,2,192.60000000000002,2
14769,3,8,10674.75,0
14770,232,2,876.42,1
14772,112,1,139.26,1
14775,58,3,1011.9,2
14776,51,11,2538.3,0
14778,127,2,730.86,1
14779,281,3,386.15,1
14780,55,2,447.68,1
14782,320,1,200.10000000000002,1
14784,26,2,289.99,2
14785,10,2,77.4,1
14788,7,2,679.4399999999999,2
14789,29,1,197.64,1
14790,17,4,745.06,2
14792,64,1,6.2,1
14793,21,1,228.99,1
14794,3,7,1319.91,0
14795,166,1,131.45000000000002,1
14796,1,17,8022.49,0
14798,53,3,173.74,1
14799,51,1,157.7,1
14800,48,12,4339.74,0
14801,61,1,193.14,1
14803,162,3,845.55,1
14804,9,1,353.27,2
14805,15,4,554.65,2
14806,75,1,193.39000000000001,1
14808,40,8,2741.17,0
14810,41,11,2087.88,0
14813,370,2,155.43,1
14815,37,2,778.5,2
14816,197,1,271.85,1
14817,200,2,1110.34,1
14818,74,3,657.8,2
14819,64,2,272.07,1
14820,21,4,507.29,2
14821,367,1,48.800000000000004,1
14823,180,3,321.43,1
14824,10,4,1127.71,2
14825,4,12,2226.91,0
14828,197,3,2139.76,2
14829,29,4,697.55,2
14830,53,1,197.13,1
14834,18,6,1720.3,2
14836,10,3,102.44999999999999,2
14837,90,4,1649.5,2
14840,268,1,62.85,1
14841,53,6,3295.76,2
14842,44,4,2824.69,2
14844,64,4,3189.81,2
14847,149,1,309.4,1
14849,22,25,7930.54,0
14850,312,1,325.75,1
14851,23,2,511.35,2
14852,58,6,2836.69,2
14853,24,2,475.8,2
14854,78,7,2759.83,2
14855,119,2,645.65,1
14856,36,3,1311.3799999999999,2
14857,60,2,1173.12,2
14859,13,4,1353.74,2
14860,19,1,170.32,1
14861,52,1,125.79,1
14862,26,2,841.1999999999999,2
14863,29,1,266.76,1
14865,7,2,52.2,1
14866,11,12,14389.9,0
14867,186,3,710.28,1
14868,3,8,2953.59,0
14869,9,2,725.7,2
14870,262,1,327.25,1
14871,3,4,522.38,2
14873,210,1,519.68,1
14875,108,2,1465.3200000000002,2
14878,13,9,1485.54,0
14880,77,3,706.19,2
14881,20,1,255.4,1
14882,27,2,589.7,2
14883,19,6,761.59,2
14885,132,1,765.3199999999999,1
14886,253,1,364.8,1
14887,79,1,1862.0,2
14888,207,1,369.2,1
14889,336,1,135.9,1
14890,254,1,125.65,1
14891,148,2,554.38,1
14893,10,2,1237.8500000000001,2
14894,85,1,655.75,1
14895,8,20,11138.710000000001,0
14896,205,2,468.77000000000004,1
14897,8,4,1366.38,2
14898,23,6,1303.52,2
14901,11,9,1421.29,0
14902,26,1,332.66,1
14903,21,5,2810.63,2
14904,2,2,1025.44,2
14905,158,2,616.15,1
14907,3,7,3501.1,0
14908,74,1,277.8,1
14910,3,4,434.35,2
14911,1,201,143825.06,0
14912,17,2,867.85,2
14913,36,4,1227.43,2
14915,91,2,307.48,1
14916,71,4,1268.98,2
14918,116,2,1610.15,2
14920,213,2,977.77,1
14921,30,2,1316.07,2
14923,51,1,749.1,1
14924,246,1,310.05,1
14929,32,1,223.88,1
14930,109,3,2372.86,2
14931,5,5,1257.68,2
14932,366,1,363.53,1
14934,82,2,1890.94,2
14935,297,1,1784.71,1
14936,34,8,8137.02,0
14937,57,3,1621.88,2
14944,30,12,5900.25,0
14946,14,1,100.9,1
14947,72,2,290.82,1
14948,23,6,1101.97,2
14950,19,1,371.2,2
14951,79,1,311.69,1
14952,60,11,8099.49,0
14953,25,1,289.82,1
14954,12,1,336.17,2
14957,253,1,58.49,1
14958,147,3,499.68,1
14959,64,4,695.42,2
14960,8,2,221.27,2
14961,11,9,7044.68,0
14962,271,1,126.7,1
14963,10,5,1487.8,2
14964,247,1,206.21,1
14965,96,2,599.0,1
14966,15,1,191.32,1
14967,50,1,463.8,1
14968,30,1,147.59,1
14970,68,4,1592.06,2
14971,35,3,1116.57,2
14972,128,1,114.77,1
14973,107,3,1314.45,2
14974,37,1,114.39,1
14975,57,1,279.94,1
14976,57,7,790.86,2
14978,72,5,1931.42,2
14981,246,1,102.12,1
14984,19,2,213.27,2
14985,198,2,296.75,1
14987,16,2,326.4,2
14988,212,1,334.54,1
14995,39,2,233.23000000000002,1
14997,46,3,546.1999999999999,2
14998,170,2,429.87,1
15000,48,1,490.52,1
15002,116,4,1641.76,2
15004,147,1,1246.32,1
15005,16,28,6316.57,0
15006,51,1,502.09,1
15007,159,1,156.91,1
15009,12,3,1261.78,2
15010,36,1,308.94,1
15012,54,2,423.04,1
15014,43,2,260.17,1
15016,173,1,170.04,1
15017,34,1,125.58,1
15018,39,3,496.21000000000004,2
15019,267,1,266.0,1
15021,9,9,1914.82,0
15022,12,4,905.04,2
15023,3,11,6802.76,0
15024,10,10,1661.33,0
15025,33,1,377.01,1
15026,80,3,469.0,2
15027,31,4,1066.1499999999999,2
15028,8,4,627.13,2
15030,72,2,518.28,1
15031,4,4,668.14,2
15032,256,3,4959.1,2
15033,5,10,2586.67,0
15034,16,8,4308.61,0
15035,90,1,252.73000000000002,1
15036,72,3,465.55,2
15038,59,6,705.49,2
15039,10,47,19914.44,0
15041,170,1,180.35,1
15042,199,1,135.93,1
15043,31,1,537.0,2
15044,19,17,7700.2300000000005,0
15045,152,2,735.66,1
15046,9,15,5213.7699999999995,0
15047,270,1,343.62,1
15048,65,4,384.05,2
15049,274,1,121.17000000000002,1
15050,25,3,1782.09,2
15051,23,3,1391.61,2
15052,319,1,215.78,1
15053,5,3,697.79,2
15054,12,2,302.1,2
15057,275,2,1489.5,1
15058,25,11,2124.9900000000002,0
15059,41,9,1337.72,2
15060,8,4,303.09,2
15061,4,48,54534.14,0
15062,71,4,987.86,2
15063,213,1,370.79999999999995,1
15065,38,4,3158.13,2
15066,53,1,893.59,2
15067,78,3,1744.76,2
15068,46,2,553.36,2
15069,179,1,1109.53,1
15070,373,1,106.2,1
15071,94,2,982.07,2
15073,10,3,1043.41,2
15074,105,1,748.87,1
15075,78,1,773.03,1
15076,173,1,880.85,1
15078,7,32,9743.11,0
15079,213,4,895.61,2
15081,22,5,504.8,2
15083,257,1,88.2,1
15087,282,1,306.94,1
15088,21,2,1160.07,2
15089,10,6,2420.84,0
15090,308,1,381.32,1
15091,68,1,480.71,1
15092,215,2,457.81,1
15093,18,6,4597.02,0
15095,104,4,1370.6,2
15096,43,1,219.39000000000001,1
15097,4,1,248.08,2
15098,182,3,39916.5,0
15099,84,1,410.48,1
